Site,Transect Number,Date,Time,Meter,Point,Substrate,Living cover,Genus,Species
3,16,3/14/22,7:58 AM,10,16,rk,no,,
3,4,3/14/22,7:41 AM,0,1,rk,ta,,
3,4,3/14/22,7:41 AM,0,2,rk,ca,,
3,4,3/14/22,7:41 AM,0,3,rk,ta,,
3,4,3/14/22,7:41 AM,0,4,rk,ta,,
3,4,3/14/22,7:41 AM,0,5,rk,ca,,
3,4,3/14/22,7:41 AM,0,6,rk,ca,,
3,4,3/14/22,7:41 AM,0,7,rk,ta,,
3,4,3/14/22,7:41 AM,0,8,rk,ta,,
3,4,3/14/22,7:41 AM,0,9,rk,ta,,
3,4,3/14/22,7:41 AM,0,10,rk,ta,,
3,4,3/14/22,7:41 AM,0,11,rk,ta,,
3,4,3/14/22,7:41 AM,0,12,rk,ta,,
3,4,3/14/22,7:41 AM,0,13,rk,ca,,
3,4,3/14/22,7:41 AM,0,14,rk,ta,,
3,4,3/14/22,7:41 AM,0,15,rk,ta,,
3,4,3/14/22,7:41 AM,0,16,rk,ta,,
3,4,3/14/22,7:41 AM,2,1,rk,ca,,
3,4,3/14/22,7:41 AM,2,2,rk,ca,,
3,4,3/14/22,7:41 AM,2,3,rk,ta,,
3,4,3/14/22,7:41 AM,2,4,rk,ta,,
3,4,3/14/22,7:41 AM,2,5,rk,ta,,
3,4,3/14/22,7:41 AM,2,6,rk,ta,,
3,4,3/14/22,7:41 AM,2,7,rk,ta,,
3,4,3/14/22,7:41 AM,2,8,rk,ta,,
3,4,3/14/22,7:41 AM,2,9,rk,ta,,
3,4,3/14/22,7:41 AM,2,10,rk,ta,,
3,4,3/14/22,7:41 AM,2,11,rk,ta,,
3,4,3/14/22,7:41 AM,2,12,rk,ca,,
3,4,3/14/22,7:41 AM,2,13,rk,ta,,
3,4,3/14/22,7:41 AM,2,14,rk,ta,,
3,4,3/14/22,7:41 AM,2,15,rk,ta,,
3,4,3/14/22,7:41 AM,2,16,rk,ta,,
3,4,3/14/22,7:41 AM,4,1,rk,ta,,
3,4,3/14/22,7:41 AM,4,2,rk,ta,,
3,4,3/14/22,7:41 AM,4,3,rk,ta,,
3,4,3/14/22,7:41 AM,4,4,rk,ta,,
3,4,3/14/22,7:41 AM,4,5,rk,ta,,
3,4,3/14/22,7:41 AM,4,6,rk,ta,,
3,4,3/14/22,7:41 AM,4,7,rk,ta,,
3,4,3/14/22,7:41 AM,4,8,rk,ta,,
3,4,3/14/22,7:41 AM,4,9,rk,ta,,
3,4,3/14/22,7:41 AM,4,10,rk,ta,,
3,4,3/14/22,7:41 AM,4,11,rk,ta,,
3,4,3/14/22,7:41 AM,4,12,rk,ta,,
3,4,3/14/22,7:41 AM,4,13,rk,ta,,
3,4,3/14/22,7:41 AM,4,14,rk,ta,,
3,4,3/14/22,7:41 AM,4,15,rk,ta,,
3,4,3/14/22,7:41 AM,4,16,rk,ta,,
3,4,3/14/22,7:41 AM,6,1,rk,ta,,
3,4,3/14/22,7:41 AM,6,2,rk,ta,,
3,4,3/14/22,7:41 AM,6,3,rk,nm,ec,ma
3,4,3/14/22,7:41 AM,6,4,rk,ta,,
3,4,3/14/22,7:41 AM,6,5,rk,ta,,
3,4,3/14/22,7:41 AM,6,6,rk,ta,,
3,4,3/14/22,7:41 AM,6,7,rk,ta,,
3,4,3/14/22,7:41 AM,6,8,rk,ta,,
3,4,3/14/22,7:41 AM,6,9,rk,ta,,
3,4,3/14/22,7:41 AM,6,10,rk,ta,,
3,4,3/14/22,7:41 AM,6,11,rk,ta,,
3,4,3/14/22,7:41 AM,6,12,rk,ta,,
3,4,3/14/22,7:41 AM,6,13,rk,ta,,
3,4,3/14/22,7:41 AM,6,14,rk,ta,,
3,4,3/14/22,7:41 AM,6,15,rk,ta,,
3,4,3/14/22,7:41 AM,6,16,rk,ta,,
3,4,3/14/22,7:41 AM,8,1,rk,ta,,
3,4,3/14/22,7:41 AM,8,2,rk,ta,,
3,4,3/14/22,7:41 AM,8,3,rk,ta,,
3,4,3/14/22,7:41 AM,8,4,rk,ta,,
3,4,3/14/22,7:41 AM,8,5,rk,ta,,
3,4,3/14/22,7:41 AM,8,6,rk,ta,,
3,4,3/14/22,7:41 AM,8,7,rk,ta,,
3,4,3/14/22,7:41 AM,8,8,rk,ta,,
3,4,3/14/22,7:41 AM,8,9,rk,ta,,
3,4,3/14/22,7:41 AM,8,10,rk,ta,,
3,4,3/14/22,7:41 AM,8,11,rk,ta,,
3,4,3/14/22,7:41 AM,8,12,rk,ta,,
3,4,3/14/22,7:41 AM,8,13,rk,ta,,
3,4,3/14/22,7:41 AM,8,14,rk,ta,,
3,4,3/14/22,7:41 AM,8,15,rk,ta,,
3,4,3/14/22,7:41 AM,8,16,rk,ta,,
3,4,3/14/22,7:41 AM,10,1,rk,ta,,
3,4,3/14/22,7:41 AM,10,2,rk,ta,,
3,4,3/14/22,7:41 AM,10,3,rk,ta,,
3,4,3/14/22,7:41 AM,10,4,rk,ta,,
3,4,3/14/22,7:41 AM,10,5,rk,ta,,
3,4,3/14/22,7:41 AM,10,6,rk,ta,,
3,4,3/14/22,7:41 AM,10,7,rk,ta,,
3,4,3/14/22,7:41 AM,10,8,rk,ta,,
3,4,3/14/22,7:41 AM,10,9,rk,ta,,
3,4,3/14/22,7:41 AM,10,10,rk,ta,,
3,4,3/14/22,7:41 AM,10,11,rk,ta,,
3,4,3/14/22,7:41 AM,10,12,rk,ta,,
3,4,3/14/22,7:41 AM,10,13,rk,ta,,
3,4,3/14/22,7:41 AM,10,14,rk,ta,,
3,4,3/14/22,7:41 AM,10,15,rk,ta,,
3,4,3/14/22,7:41 AM,10,16,rk,ta,,
3,3,3/14/22,9:00 AM,0,1,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,2,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,3,rk,ca,,
3,3,3/14/22,9:00 AM,0,4,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,5,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,6,rk,ca,,
3,3,3/14/22,9:00 AM,0,7,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,8,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,9,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,10,rk,no,,
3,3,3/14/22,9:00 AM,0,11,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,12,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,13,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,14,rk,no,,
3,3,3/14/22,9:00 AM,0,15,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,0,16,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,1,rk,ma,chae,uc
3,3,3/14/22,9:00 AM,2,2,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,3,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,4,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,5,rk,ma,ja,uc
3,3,3/14/22,9:00 AM,2,6,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,7,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,8,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,9,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,10,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,11,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,12,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,13,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,14,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,15,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,2,16,rk,no,,
3,3,3/14/22,9:00 AM,4,1,rk,ta,,
3,3,3/14/22,9:00 AM,4,2,rk,ta,,
3,3,3/14/22,9:00 AM,4,3,rk,ta,,
3,3,3/14/22,9:00 AM,4,4,rk,ta,,
3,3,3/14/22,9:00 AM,4,5,rk,ta,,
3,3,3/14/22,9:00 AM,4,6,rk,ta,,
3,3,3/14/22,9:00 AM,4,7,rk,ta,,
3,3,3/14/22,9:00 AM,4,8,rk,ta,,
3,3,3/14/22,9:00 AM,4,9,rk,ta,,
3,3,3/14/22,9:00 AM,4,10,rk,ta,,
3,3,3/14/22,9:00 AM,4,11,rk,ta,,
3,3,3/14/22,9:00 AM,4,12,rk,ta,,
3,3,3/14/22,9:00 AM,4,13,rk,ta,,
3,3,3/14/22,9:00 AM,4,14,rk,ta,,
3,3,3/14/22,9:00 AM,4,15,rk,ta,,
3,3,3/14/22,9:00 AM,4,16,rk,ta,,
3,3,3/14/22,9:00 AM,6,1,rk,ma,chae,at
3,3,3/14/22,9:00 AM,6,2,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,6,3,rk,ta,,
3,3,3/14/22,9:00 AM,6,4,rk,ta,,
3,3,3/14/22,9:00 AM,6,5,rk,ta,,
3,3,3/14/22,9:00 AM,6,6,rk,ta,,
3,3,3/14/22,9:00 AM,6,7,rk,ma,ja,uc
3,3,3/14/22,9:00 AM,6,8,rk,ta,,
3,3,3/14/22,9:00 AM,6,9,rk,ma,ja,uc
3,3,3/14/22,9:00 AM,6,10,rk,ma,ja,uc
3,3,3/14/22,9:00 AM,6,11,rk,ta,,
3,3,3/14/22,9:00 AM,6,12,rk,ma,ah,uc
3,3,3/14/22,9:00 AM,6,13,rk,ta,,
3,3,3/14/22,9:00 AM,6,14,rk,ma,ja,uc
3,3,3/14/22,9:00 AM,6,15,rk,ca,,
3,3,3/14/22,9:00 AM,6,16,rk,ta,,
3,3,3/14/22,9:00 AM,8,1,rk,ta,,
3,3,3/14/22,9:00 AM,8,2,rk,ta,ja,uc
3,3,3/14/22,9:00 AM,8,3,rk,ta,,
3,3,3/14/22,9:00 AM,8,4,rk,ta,ja,uc
3,3,3/14/22,9:00 AM,8,5,rk,ta,,
3,3,3/14/22,9:00 AM,8,6,rk,ta,,
3,3,3/14/22,9:00 AM,8,7,rk,ta,,
3,3,3/14/22,9:00 AM,8,8,rk,ta,,
3,3,3/14/22,9:00 AM,8,9,rk,ta,ja,uc
3,3,3/14/22,9:00 AM,8,10,rk,ta,,
3,3,3/14/22,9:00 AM,8,11,rk,ta,,
3,3,3/14/22,9:00 AM,8,12,rk,ta,,
3,3,3/14/22,9:00 AM,8,13,rk,ta,,
3,3,3/14/22,9:00 AM,8,14,rk,ta,,
3,3,3/14/22,9:00 AM,8,15,rk,ta,,
3,3,3/14/22,9:00 AM,8,16,rk,ta,,
3,3,3/14/22,9:00 AM,10,1,rk,ta,,
3,3,3/14/22,9:00 AM,10,2,rk,ta,,
3,3,3/14/22,9:00 AM,10,3,rk,ta,ja,uc
3,3,3/14/22,9:00 AM,10,4,rk,ta,,
3,3,3/14/22,9:00 AM,10,5,rk,ca,,
3,3,3/14/22,9:00 AM,10,6,rk,ta,,
3,3,3/14/22,9:00 AM,10,7,rk,ta,,
3,3,3/14/22,9:00 AM,10,8,rk,ca,,
3,3,3/14/22,9:00 AM,10,9,rk,ta,ja,uc
3,3,3/14/22,9:00 AM,10,10,rk,ca,,
3,3,3/14/22,9:00 AM,10,11,rk,ta,,
3,3,3/14/22,9:00 AM,10,12,rk,ta,,
3,3,3/14/22,9:00 AM,10,13,rk,ta,,
3,3,3/14/22,9:00 AM,10,14,rk,ta,,
3,3,3/14/22,9:00 AM,10,15,rk,ca,,
3,3,3/14/22,9:00 AM,10,16,rk,ta,,
3,2,3/14/22,8:44 AM,0,1,rk,ta,,
3,2,3/14/22,8:44 AM,0,2,rk,ta,,
3,2,3/14/22,8:44 AM,0,3,rk,ta,,
3,2,3/14/22,8:44 AM,0,4,rk,ta,,
3,2,3/14/22,8:44 AM,0,5,rk,ta,,
3,2,3/14/22,8:44 AM,0,6,rk,ta,,
3,2,3/14/22,8:44 AM,0,7,rk,ta,,
3,2,3/14/22,8:44 AM,0,8,rk,ta,,
3,2,3/14/22,8:44 AM,0,9,rk,ta,,
3,2,3/14/22,8:44 AM,0,10,rk,ta,,
3,2,3/14/22,8:44 AM,0,11,rk,ta,,
3,2,3/14/22,8:44 AM,0,12,rk,ta,,
3,2,3/14/22,8:44 AM,0,13,rk,ta,,
3,2,3/14/22,8:44 AM,0,14,rk,ta,,
3,2,3/14/22,8:44 AM,0,15,rk,ta,,
3,2,3/14/22,8:44 AM,0,16,rk,ta,,
3,2,3/14/22,8:44 AM,2,1,rk,ta,,
3,2,3/14/22,8:44 AM,2,2,rk,ta,,
3,2,3/14/22,8:44 AM,2,3,rk,ta,,
3,2,3/14/22,8:44 AM,2,4,rk,ta,,
3,2,3/14/22,8:44 AM,2,5,rk,ta,,
3,2,3/14/22,8:44 AM,2,6,rb,ta,,
3,2,3/14/22,8:44 AM,2,7,rb,ta,,
3,2,3/14/22,8:44 AM,2,8,rb,ta,,
3,2,3/14/22,8:44 AM,2,9,rb,ta,,
3,2,3/14/22,8:44 AM,2,10,rb,ta,,
3,2,3/14/22,8:44 AM,2,11,rb,ta,,
3,2,3/14/22,8:44 AM,2,12,rb,ta,,
3,2,3/14/22,8:44 AM,2,13,s,ta,,
3,2,3/14/22,8:44 AM,2,14,rk,ta,,
3,2,3/14/22,8:44 AM,2,15,rk,ta,,
3,2,3/14/22,8:44 AM,2,16,rk,ta,,
3,2,3/14/22,8:44 AM,4,1,rk,ta,,
3,2,3/14/22,8:44 AM,4,2,rk,ta,,
3,2,3/14/22,8:44 AM,4,3,rk,ta,,
3,2,3/14/22,8:44 AM,4,4,rk,ta,,
3,2,3/14/22,8:44 AM,4,5,rk,ta,,
3,2,3/14/22,8:44 AM,4,6,rk,ta,,
3,2,3/14/22,8:44 AM,4,7,rk,ta,,
3,2,3/14/22,8:44 AM,4,8,rk,ta,,
3,2,3/14/22,8:44 AM,4,9,rk,ta,,
3,2,3/14/22,8:44 AM,4,10,rk,ta,,
3,2,3/14/22,8:44 AM,4,11,rk,ta,,
3,2,3/14/22,8:44 AM,4,12,rk,ta,,
3,2,3/14/22,8:44 AM,4,13,rk,ta,,
3,2,3/14/22,8:44 AM,4,14,rk,ta,,
3,2,3/14/22,8:44 AM,4,15,rk,ta,,
3,2,3/14/22,8:44 AM,4,16,rk,ta,,
3,2,3/14/22,8:44 AM,6,1,rk,ta,,
3,2,3/14/22,8:44 AM,6,2,rk,ta,,
3,2,3/14/22,8:44 AM,6,3,rk,ta,,
3,2,3/14/22,8:44 AM,6,4,rk,ta,,
3,2,3/14/22,8:44 AM,6,5,rk,ca,,
3,2,3/14/22,8:44 AM,6,6,rk,ta,,
3,2,3/14/22,8:44 AM,6,7,rk,ta,,
3,2,3/14/22,8:44 AM,6,8,rk,ta,,
3,2,3/14/22,8:44 AM,6,9,rk,ta,,
3,2,3/14/22,8:44 AM,6,10,rk,ta,,
3,2,3/14/22,8:44 AM,6,11,rk,ta,,
3,2,3/14/22,8:44 AM,6,12,rk,ta,,
3,2,3/14/22,8:44 AM,6,13,rk,ta,,
3,2,3/14/22,8:44 AM,6,14,rk,ta,,
3,2,3/14/22,8:44 AM,6,15,rk,ta,,
3,2,3/14/22,8:44 AM,6,16,rk,ta,,
3,2,3/14/22,8:44 AM,8,1,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,2,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,3,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,4,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,5,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,6,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,7,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,8,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,9,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,10,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,11,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,12,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,13,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,14,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,15,rk,ta,u,e
3,2,3/14/22,8:44 AM,8,16,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,1,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,2,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,3,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,4,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,5,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,6,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,7,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,8,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,9,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,10,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,11,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,12,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,13,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,14,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,15,rk,ta,u,e
3,2,3/14/22,8:44 AM,10,16,no,no,,
3,17-T,3/14/22,7:21 AM,0,1,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,2,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,3,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,4,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,5,rk,ca,,
3,17-T,3/14/22,7:21 AM,0,6,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,7,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,8,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,9,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,10,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,11,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,12,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,13,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,14,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,0,15,rk,ca,,
3,17-T,3/14/22,7:21 AM,0,16,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,2,1,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,2,2,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,2,3,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,2,4,rk,ta,cl,uc
3,17-T,3/14/22,7:21 AM,2,5,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,6,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,7,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,8,rk,ca,,
3,17-T,3/14/22,7:21 AM,2,9,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,10,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,11,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,12,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,13,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,14,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,15,rk,ta,,
3,17-T,3/14/22,7:21 AM,2,16,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,1,rk,ca,,
3,17-T,3/14/22,7:21 AM,4,2,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,3,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,4,rk,ca,,
3,17-T,3/14/22,7:21 AM,4,5,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,6,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,7,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,8,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,9,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,10,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,11,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,12,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,13,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,14,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,15,rk,ta,,
3,17-T,3/14/22,7:21 AM,4,16,rk,ta,,
3,17-T,3/14/22,7:21 AM,6,1,rb,no,,
3,17-T,3/14/22,7:21 AM,6,2,rb,no,,
3,17-T,3/14/22,7:21 AM,6,3,rb,no,,
3,17-T,3/14/22,7:21 AM,6,4,rb,no,,
3,17-T,3/14/22,7:21 AM,6,5,rb,ca,,
3,17-T,3/14/22,7:21 AM,6,6,rb,no,,
3,17-T,3/14/22,7:21 AM,6,7,rb,no,,
3,17-T,3/14/22,7:21 AM,6,8,rb,no,,
3,17-T,3/14/22,7:21 AM,6,9,rb,ca,,
3,17-T,3/14/22,7:21 AM,6,10,rb,no,,
3,17-T,3/14/22,7:21 AM,6,11,rb,no,,
3,17-T,3/14/22,7:21 AM,6,12,rb,no,,
3,17-T,3/14/22,7:21 AM,6,13,rb,ca,,
3,17-T,3/14/22,7:21 AM,6,14,rb,no,,
3,17-T,3/14/22,7:21 AM,6,15,rb,no,,
3,17-T,3/14/22,7:21 AM,6,16,rb,no,,
3,17-T,3/14/22,7:21 AM,8,1,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,2,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,3,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,4,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,5,rb,ca,,
3,17-T,3/14/22,7:21 AM,8,6,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,7,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,8,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,9,rb,ca,,
3,17-T,3/14/22,7:21 AM,8,10,rb,ca,,
3,17-T,3/14/22,7:21 AM,8,11,rb,ca,,
3,17-T,3/14/22,7:21 AM,8,12,rb,mf,,
3,17-T,3/14/22,7:21 AM,8,13,rk,ta,,
3,17-T,3/14/22,7:21 AM,8,14,rk,ta,,
3,17-T,3/14/22,7:21 AM,8,15,rk,ta,,
3,17-T,3/14/22,7:21 AM,8,16,rk,ta,,
3,17-T,3/14/22,7:21 AM,10,1,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,2,rb,ca,,
3,17-T,3/14/22,7:21 AM,10,3,rb,ca,,
3,17-T,3/14/22,7:21 AM,10,4,rb,ca,,
3,17-T,3/14/22,7:21 AM,10,5,rb,ca,,
3,17-T,3/14/22,7:21 AM,10,6,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,7,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,8,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,9,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,10,rb,ca,,
3,17-T,3/14/22,7:21 AM,10,11,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,12,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,13,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,14,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,15,rb,mf,,
3,17-T,3/14/22,7:21 AM,10,16,rb,mf,,
3,32,3/14/22,7:00 AM,0,1,rb,no,,
3,32,3/14/22,7:00 AM,0,2,rb,no,,
3,32,3/14/22,7:00 AM,0,3,rb,ta,,
3,32,3/14/22,7:00 AM,0,4,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,5,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,6,rb,c,ral,uc
3,32,3/14/22,7:00 AM,0,7,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,8,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,9,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,10,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,11,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,12,rb,no,,
3,32,3/14/22,7:00 AM,0,13,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,14,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,15,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,0,16,rb,no,,
3,32,3/14/22,7:00 AM,2,1,rb,ca,ral,uc
3,32,3/14/22,7:00 AM,2,2,rb,ca,ral,uc
3,32,3/14/22,7:00 AM,2,3,rb,no,,
3,32,3/14/22,7:00 AM,2,4,rb,no,,
3,32,3/14/22,7:00 AM,2,5,rb,c,ral,uc
3,32,3/14/22,7:00 AM,2,6,rb,c,ral,uc
3,32,3/14/22,7:00 AM,2,7,rb,c,ral,uc
3,32,3/14/22,7:00 AM,2,8,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,2,9,rb,no,,
3,32,3/14/22,7:00 AM,2,10,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,2,11,rb,no,,
3,32,3/14/22,7:00 AM,2,12,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,2,13,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,2,14,s,no,,
3,32,3/14/22,7:00 AM,2,15,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,2,16,rb,c,ral,uc
3,32,3/14/22,7:00 AM,4,1,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,2,rb,c,ral,uc
3,32,3/14/22,7:00 AM,4,3,s,no,,
3,32,3/14/22,7:00 AM,4,4,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,5,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,6,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,7,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,8,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,9,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,10,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,11,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,12,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,13,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,4,14,rb,c,ral,uc
3,32,3/14/22,7:00 AM,4,15,rb,c,ral,uc
3,32,3/14/22,7:00 AM,4,16,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,1,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,2,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,3,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,4,rb,c,ral,uc
3,32,3/14/22,7:00 AM,6,5,s,no,,
3,32,3/14/22,7:00 AM,6,6,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,7,s,no,,
3,32,3/14/22,7:00 AM,6,8,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,9,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,10,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,11,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,12,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,13,s,no,,
3,32,3/14/22,7:00 AM,6,14,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,6,15,rb,no,,
3,32,3/14/22,7:00 AM,6,16,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,1,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,2,s,no,,
3,32,3/14/22,7:00 AM,8,3,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,4,rb,c,ral,uc
3,32,3/14/22,7:00 AM,8,5,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,6,rk,c,ral,uc
3,32,3/14/22,7:00 AM,8,7,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,8,rb,ta,cl,uc
3,32,3/14/22,7:00 AM,8,9,rb,ta,cl,uc
